/+MSU-MFSD/scene01/attack/attack_client050_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client054_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client049_laptop_SD_printed_photo_scene01.mov.zip,1,213,213
/+MSU-MFSD/scene01/attack/attack_client053_laptop_SD_printed_photo_scene01.mov.zip,1,213,213
/+MSU-MFSD/scene01/attack/attack_client049_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client042_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client053_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client049_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client039_laptop_SD_printed_photo_scene01.mov.zip,1,191,191
/+MSU-MFSD/scene01/attack/attack_client053_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client055_laptop_SD_printed_photo_scene01.mov.zip,1,225,225
/+MSU-MFSD/scene01/attack/attack_client054_android_SD_ipad_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client039_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client050_android_SD_ipad_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client048_laptop_SD_printed_photo_scene01.mov.zip,1,208,208
/+MSU-MFSD/scene01/attack/attack_client051_laptop_SD_printed_photo_scene01.mov.zip,1,211,211
/+MSU-MFSD/scene01/attack/attack_client053_android_SD_printed_photo_scene01.mp4.zip,1,214,214
/+MSU-MFSD/scene01/attack/attack_client055_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client039_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client049_android_SD_printed_photo_scene01.mp4.zip,1,227,227
/+MSU-MFSD/scene01/attack/attack_client048_laptop_SD_iphone_video_scene01.mov.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client051_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client042_android_SD_ipad_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client053_android_SD_iphone_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client049_android_SD_iphone_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client037_laptop_SD_printed_photo_scene01.mov.zip,1,203,203
/+MSU-MFSD/scene01/attack/attack_client055_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client039_android_SD_printed_photo_scene01.mp4.zip,1,196,196
/+MSU-MFSD/scene01/attack/attack_client051_laptop_SD_ipad_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client048_laptop_SD_ipad_video_scene01.mov.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client053_android_SD_ipad_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client037_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client049_android_SD_ipad_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client039_android_SD_iphone_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client054_laptop_SD_printed_photo_scene01.mov.zip,1,235,235
/+MSU-MFSD/scene01/attack/attack_client050_laptop_SD_printed_photo_scene01.mov.zip,1,207,207
/+MSU-MFSD/scene01/attack/attack_client051_android_SD_printed_photo_scene01.mp4.zip,1,245,245
/+MSU-MFSD/scene01/attack/attack_client055_android_SD_printed_photo_scene01.mp4.zip,1,212,212
/+MSU-MFSD/scene01/attack/attack_client042_laptop_SD_printed_photo_scene01.mov.zip,1,196,196
/+MSU-MFSD/scene01/attack/attack_client037_laptop_SD_ipad_video_scene01.mov.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client048_android_SD_printed_photo_scene01.mp4.zip,1,248,248
/+MSU-MFSD/scene01/attack/attack_client039_android_SD_ipad_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client054_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client050_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client051_android_SD_iphone_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client055_android_SD_iphone_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client042_laptop_SD_iphone_video_scene01.mov.zip,2,301,301
/+MSU-MFSD/scene01/attack/attack_client048_android_SD_iphone_video_scene01.mp4.zip,2,300,300
/+MSU-MFSD/scene01/attack/attack_client037_android_SD_printed_photo_scene01.mp4.zip,1,226,226
/+MSU-MFSD/scene01/attack/attack_client036_laptop_SD_printed_photo_scene01.mov.zip,1,191,191
